_id,reactant,product,reaction,condition,template_r0,template_r1
1017,CC(C)=C(C)C=C.CC(C)=C,CC1(C)C(C)=CCC(C)(C)C1,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH:6]=[CH2:7].[CH3:9][C:8]([CH3:10])=[CH2:11]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])=[CH:6][CH2:7][C:8]([CH3:9])([CH3:10])[CH2:11]1,heating,[C;H0;D3;+0:2]1=[CH;D2;+0:3]-[CH2;D2;+0:4]-[C;H0;D4;+0:5]-[CH2;D2;+0:6]-[C;H0;D4;+0:1]-1>>[C;H0;D3;+0:1]=[C;H0;D3;+0:2]-[CH;D2;+0:3]=[CH2;D1;+0:4].[C;H0;D3;+0:5]=[CH2;D1;+0:6],[C;D1;H3:8]-[C;H0;D4;+0:9]1(-[C;D1;H3:10])-[CH2;D2;+0:11]-[C;H0;D4;+0:2](-[C;D1;H3:1])(-[C;D1;H3:3])-[C;H0;D3;+0:4](-[C;D1;H3:5])=[CH;D2;+0:6]-[CH2;D2;+0:7]-1>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[C;H0;D3;+0:4](-[C;D1;H3:5])-[CH;D2;+0:6]=[CH2;D1;+0:7].[C;D1;H3:8]-[C;H0;D3;+0:9](-[C;D1;H3:10])=[CH2;D1;+0:11]
1018,CC=C(C)C=C.CC(C)=C,CC1C=C(C)CC(C)(C)C1,[CH3:2][CH:3]=[C:4]([CH3:5])[CH:6]=[CH2:1].[CH3:8][C:7]([CH3:9])=[CH2:10]>>[CH3:1][CH:2]1[CH:3]=[C:4]([CH3:5])[CH2:6][C:7]([CH3:8])([CH3:9])[CH2:10]1,heating,[CH2;D2;+0:4]-[C;H0;D4;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:5]-[CH3;D1;+0:3]>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH2;D1;+0:3]=[CH;D2;+0:4].[CH3;D1;+0:5],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:4]-[CH;D3;+0:9](-[CH3;D1;+0:5])-[C:8]=[C:7]-[CH2;D2;+0:6]-1>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[CH2;D1;+0:5]=[CH;D2;+0:6]-[C:7]=[C:8]-[CH3;D1;+0:9]
1019,CC(C)=C(C)C=C.CC(C)=C,CC1(C)C=C(C)CC(C)(C)C1,[CH3:9][C:8]([CH3:10])=[C:5]([CH3:6])[CH:7]=[CH2:11].[CH3:1][C:2]([CH3:3])=[CH2:4]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[C:5]([CH3:6])[CH2:7][C:8]([CH3:9])([CH3:10])[CH2:11]1,heating,[C;H0;D3;+0:2]1=[CH;D2;+0:6]-[C;H0;D4;+0:5]-[CH2;D2;+0:4]-[C;H0;D4;+0:1]-[CH2;D2;+0:3]-1>>[C;H0;D3;+0:1]=[C;H0;D3;+0:2]-[CH;D2;+0:3]=[CH2;D1;+0:4].[C;H0;D3;+0:5]=[CH2;D1;+0:6],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:7]-[C;H0;D4;+0:9](-[C;D1;H3:8])(-[C;D1;H3:10])-[CH;D2;+0:11]=[C;H0;D3;+0:4](-[C;D1;H3:5])-[CH2;D2;+0:6]-1>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[C;H0;D3;+0:4](-[C;D1;H3:5])-[CH;D2;+0:6]=[CH2;D1;+0:7].[C;D1;H3:8]-[C;H0;D3;+0:9](-[C;D1;H3:10])=[CH2;D1;+0:11]
1020,C=C(C)C(C)=C.CC(C)=C,C1C(C)=C(C)CC(C)(C)C1,[CH2:10]=[C:4]([CH3:5])[C:2]([CH3:3])=[CH2:1].[CH3:8][C:7]([CH3:9])=[CH2:6]>>[CH2:1]1[C:2]([CH3:3])=[C:4]([CH3:5])[CH2:6][C:7]([CH3:8])([CH3:9])[CH2:10]1,heating,[C;H0;D3;+0:5]1=[C;H0;D3;+0:4]-[CH2;D2;+0:2]-[C;H0;D4;+0:1]-[CH2;D2;+0:3]-[CH2;D2;+0:6]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH2;D1;+0:3]=[C;H0;D3;+0:4]-[C;H0;D3;+0:5]=[CH2;D1;+0:6],[C;D1;H3:5]-[C;H0;D3;+0:6]1=[C;H0;D3;+0:8](-[C;D1;H3:9])-[CH2;D2;+0:4]-[C;H0;D4;+0:2](-[C;D1;H3:1])(-[C;D1;H3:3])-[CH2;D2;+0:10]-[CH2;D2;+0:7]-1>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](=[CH2;D1;+0:7])-[C;H0;D3;+0:8](-[C;D1;H3:9])=[CH2;D1;+0:10]
1021,CC=C(C)C(C)=C.CC(C)=C,CC1C(C)=C(C)CC(C)(C)C1,[CH3:1][CH:7]=[C:5]([CH3:6])[C:3]([CH3:4])=[CH2:2].[CH3:9][C:8]([CH3:10])=[CH2:11]>>[CH3:1][CH:2]1[C:3]([CH3:4])=[C:5]([CH3:6])[CH2:7][C:8]([CH3:9])([CH3:10])[CH2:11]1,heating,[CH3;D1;+0:7]-[CH;D3;+0:3]1-[C;H0;D3;+0:4]=[C;H0;D3;+0:5]-[CH2;D2;+0:6]-[C;H0;D4;+0:1]-[CH2;D2;+0:2]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH2;D1;+0:3]=[C;H0;D3;+0:4]-[C;H0;D3;+0:5]=[CH;D2;+0:6]-[CH3;D1;+0:7],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:4]-[CH;D3;+0:7](-[CH3;D1;+0:11])-[C;H0;D3;+0:6](-[C;D1;H3:5])=[C;H0;D3;+0:8](-[C;D1;H3:9])-[CH2;D2;+0:10]-1>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](=[CH2;D1;+0:7])-[C;H0;D3;+0:8](-[C;D1;H3:9])=[CH;D2;+0:10]-[CH3;D1;+0:11]
1022,CC(C)=C(C)C(C)=C.CC(C)=C,CC1(C)C(C)=C(C)CC(C)(C)C1,[CH3:8][C:6]([CH3:7])=[C:4]([CH3:5])[C:2]([CH3:3])=[CH2:1].[CH3:10][C:9]([CH3:12])=[CH2:11]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])=[C:6]([CH3:7])[CH2:8][C:9]([CH3:10])([CH3:11])[CH2:12]1,heating,[CH2;D2;+0:3]-[C;H0;D4;+0:5](-[CH3;D1;+0:4])-[CH2;D2;+0:6]-[C;H0;D4;+0:1]-[CH3;D1;+0:2]>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH3;D1;+0:3].[CH2;D1;+0:4]=[C;H0;D3;+0:5]-[CH3;D1;+0:6],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[CH3;D1;+0:3])-[CH2;D2;+0:4]-[C;H0;D4;+0:6](-[C;D1;H3:5])(-[CH3;D1;+0:7])-[C:8]=[C:9]-[CH2;D2;+0:10]-1>>[C;D1;H3:1]-[C;H0;D3;+0:2](=[CH2;D1;+0:3])-[CH3;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](=[CH2;D1;+0:7])-[C:8]=[C:9]-[CH3;D1;+0:10]
1023,CC=CC=CC.CC(C)=C,CC1C=CC(C)C(C)(C)C1,[CH3:6][CH:1]=[CH:4][CH:3]=[CH:2][CH3:9].[CH3:8][C:7]([CH3:10])=[CH2:5]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([CH3:6])[C:7]([CH3:8])([CH3:9])[CH2:10]1,heating,[CH3;D1;+0:5]-[CH;D3;+0:8]1-[CH2;D2;+0:3]-[C;H0;D4;+0:2](-[CH3;D1;+0:9])-[CH;D3;+0:1](-[CH3;D1;+0:4])-[CH;D2;+0:6]=[CH;D2;+0:7]-1>>[CH2;D1;+0:1]=[C;H0;D3;+0:2]-[CH3;D1;+0:3].[CH3;D1;+0:4]-[CH;D2;+0:5]=[CH;D2;+0:6]-[CH;D2;+0:7]=[CH;D2;+0:8]-[CH3;D1;+0:9],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[CH3;D1;+0:10])-[CH2;D2;+0:4]-[CH;D3;+0:9](-[CH3;D1;+0:6])-[CH;D2;+0:8]=[CH;D2;+0:7]-[CH;D3;+0:3]-1-[CH3;D1;+0:5]>>[C;D1;H3:1]-[C;H0;D3;+0:2](=[CH2;D1;+0:3])-[CH3;D1;+0:4].[CH3;D1;+0:5]-[CH;D2;+0:6]=[CH;D2;+0:7]-[CH;D2;+0:8]=[CH;D2;+0:9]-[CH3;D1;+0:10]
1024,CC(C)=CC=CC.CC(C)=C,CC1(C)C=CC(C)C(C)(C)C1,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[CH:6][CH3:7].[CH3:9][C:8]([CH3:10])=[CH2:11]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][CH:6]([CH3:7])[C:8]([CH3:9])([CH3:10])[CH2:11]1,heating,[C;H0;D4;+0:3]1-[CH2;D2;+0:2]-[C;H0;D4;+0:1]-[CH;D3;+0:6]-[CH;D2;+0:5]=[CH;D2;+0:4]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[C;H0;D3;+0:3]=[CH;D2;+0:4]-[CH;D2;+0:5]=[CH;D2;+0:6],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:4]-[C;H0;D4;+0:6](-[C;D1;H3:5])(-[C;D1;H3:7])-[CH;D2;+0:8]=[CH;D2;+0:9]-[CH;D3;+0:10]-1-[C;D1;H3:11]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](-[C;D1;H3:7])=[CH;D2;+0:8]-[CH;D2;+0:9]=[CH;D2;+0:10]-[C;D1;H3:11]
1025,CC=C(C)C=CC.CC(C)=C,CC1C(C)=CC(C)C(C)(C)C1,[CH3:1][CH:2]=[C:3]([CH3:4])[CH:5]=[CH:6][CH3:7].[CH3:9][C:8]([CH3:10])=[CH2:11]>>[CH3:1][CH:2]1[C:3]([CH3:4])=[CH:5][CH:6]([CH3:7])[C:8]([CH3:9])([CH3:10])[CH2:11]1,heating,[C;H0;D3;+0:4]1=[CH;D2;+0:5]-[CH;D3;+0:6]-[C;H0;D4;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:3]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH;D2;+0:3]=[C;H0;D3;+0:4]-[CH;D2;+0:5]=[CH;D2;+0:6],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:4]-[CH;D3;+0:6](-[C;D1;H3:5])-[C;H0;D3;+0:7](-[C;D1;H3:8])=[CH;D2;+0:9]-[CH;D3;+0:10]-1-[C;D1;H3:11]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[CH;D2;+0:6]=[C;H0;D3;+0:7](-[C;D1;H3:8])-[CH;D2;+0:9]=[CH;D2;+0:10]-[C;D1;H3:11]
1026,CC(C)=C(C)C=CC.CC(C)=C,CC1(C)C(C)=CC(C)C(C)(C)C1,[CH3:12][C:2]([CH3:3])=[C:4]([CH3:5])[CH:6]=[CH:1][CH3:8].[CH3:10][C:9]([CH3:11])=[CH2:7]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])=[CH:6][CH:7]([CH3:8])[C:9]([CH3:10])([CH3:11])[CH2:12]1,heating,[CH3;D1;+0:7]-[C;H0;D4;+0:4]1-[C;H0;D3;+0:5]=[CH;D2;+0:6]-[CH;D3;+0:2](-[CH3;D1;+0:8])-[C;H0;D4;+0:1]-[CH2;D2;+0:3]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH3;D1;+0:3]-[C;H0;D3;+0:4]=[C;H0;D3;+0:5]-[CH;D2;+0:6]=[CH;D2;+0:7]-[CH3;D1;+0:8],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:7]-[C;H0;D4;+0:6](-[C;D1;H3:5])(-[CH3;D1;+0:11])-[C;H0;D3;+0:8](-[C;D1;H3:9])=[CH;D2;+0:10]-[CH;D3;+0:4]-1-[CH3;D1;+0:12]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](-[CH3;D1;+0:7])=[C;H0;D3;+0:8](-[C;D1;H3:9])-[CH;D2;+0:10]=[CH;D2;+0:11]-[CH3;D1;+0:12]
1027,CC=C(C)C=CC.CC(C)=C,CC1C=C(C)C(C)C(C)(C)C1,[CH3:7][CH:11]=[C:4]([CH3:5])[CH:3]=[CH:2][CH3:1].[CH3:9][C:8]([CH3:10])=[CH2:6]>>[CH3:1][CH:2]1[CH:3]=[C:4]([CH3:5])[CH:6]([CH3:7])[C:8]([CH3:9])([CH3:10])[CH2:11]1,heating,[CH3;D1;+0:3]-[CH;D3;+0:2]1-[C;H0;D3;+0:5]=[CH;D2;+0:6]-[CH;D3;+0:7]-[CH2;D2;+0:4]-[C;H0;D4;+0:1]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH3;D1;+0:3]-[CH;D2;+0:4]=[C;H0;D3;+0:5]-[CH;D2;+0:6]=[CH;D2;+0:7],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:10]-[CH;D3;+0:6](-[C;D1;H3:5])-[CH;D2;+0:7]=[C;H0;D3;+0:8](-[C;D1;H3:9])-[CH;D3;+0:4]-1-[CH3;D1;+0:11]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[CH;D2;+0:6]=[CH;D2;+0:7]-[C;H0;D3;+0:8](-[C;D1;H3:9])=[CH;D2;+0:10]-[CH3;D1;+0:11]
1028,CC(C)=C(C)C=CC.CC(C)=C,CC1(C)C=C(C)C(C)C(C)(C)C1,[CH3:3][C:7]([CH3:8])=[C:5]([CH3:6])[CH:4]=[CH:2][CH3:1].[CH3:10][C:9]([CH3:11])=[CH2:12]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[C:5]([CH3:6])[CH:7]([CH3:8])[C:9]([CH3:10])([CH3:11])[CH2:12]1,heating,[CH3;D1;+0:3]-[C;H0;D4;+0:7]1-[CH2;D2;+0:2]-[C;H0;D4;+0:1]-[CH;D3;+0:4]-[C;H0;D3;+0:5]=[CH;D2;+0:6]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH3;D1;+0:3]-[C;H0;D3;+0:4]=[C;H0;D3;+0:5]-[CH;D2;+0:6]=[CH;D2;+0:7],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:4]-[C;H0;D4;+0:6](-[C;D1;H3:5])(-[CH3;D1;+0:12])-[CH;D2;+0:7]=[C;H0;D3;+0:8](-[C;D1;H3:9])-[CH;D3;+0:10]-1-[C;D1;H3:11]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[CH;D2;+0:6]=[CH;D2;+0:7]-[C;H0;D3;+0:8](-[C;D1;H3:9])=[C;H0;D3;+0:10](-[C;D1;H3:11])-[CH3;D1;+0:12]
1029,CC=C(C)C(C)=CC.CC(C)=C,CC1C(C)=C(C)C(C)C(C)(C)C1,[CH3:11][CH:8]=[C:5]([CH3:6])[C:3]([CH3:4])=[CH:2][CH3:1].[CH3:10][C:9]([CH3:12])=[CH2:7]>>[CH3:1][CH:2]1[C:3]([CH3:4])=[C:5]([CH3:6])[CH:7]([CH3:8])[C:9]([CH3:10])([CH3:11])[CH2:12]1,heating,[CH3;D1;+0:4]-[C;H0;D4;+0:2]1-[CH2;D2;+0:3]-[CH;D3;+0:8]-[C;H0;D3;+0:7]=[C;H0;D3;+0:6]-[CH;D3;+0:1]-1-[CH3;D1;+0:5]>>[CH2;D1;+0:1]=[C;H0;D3;+0:2]-[CH3;D1;+0:3].[CH3;D1;+0:4]-[CH;D2;+0:5]=[C;H0;D3;+0:6]-[C;H0;D3;+0:7]=[CH;D2;+0:8],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[CH3;D1;+0:12])-[CH2;D2;+0:4]-[CH;D3;+0:6](-[C;D1;H3:5])-[C;H0;D3;+0:7](-[C;D1;H3:8])=[C;H0;D3;+0:9](-[C;D1;H3:10])-[CH;D3;+0:3]-1-[CH3;D1;+0:11]>>[C;D1;H3:1]-[C;H0;D3;+0:2](=[CH2;D1;+0:3])-[CH3;D1;+0:4].[C;D1;H3:5]-[CH;D2;+0:6]=[C;H0;D3;+0:7](-[C;D1;H3:8])-[C;H0;D3;+0:9](-[C;D1;H3:10])=[CH;D2;+0:11]-[CH3;D1;+0:12]
1030,CC(C)=C(C)C(C)=CC.CC(C)=C,CC1(C)C(C)=C(C)C(C)C(C)(C)C1,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[C:6]([CH3:7])=[CH:8][CH3:9].[CH3:11][C:10]([CH3:12])=[CH2:13]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])=[C:6]([CH3:7])[CH:8]([CH3:9])[C:10]([CH3:11])([CH3:12])[CH2:13]1,heating,[C;H0;D3;+0:2]1=[C;H0;D3;+0:3]-[CH;D3;+0:4]-[C;H0;D4;+0:5]-[CH2;D2;+0:6]-[C;H0;D4;+0:1]-1>>[C;H0;D3;+0:1]=[C;H0;D3;+0:2]-[C;H0;D3;+0:3]=[CH;D2;+0:4].[C;H0;D3;+0:5]=[CH2;D1;+0:6],[C;D1;H3:10]-[C;H0;D4;+0:11]1(-[C;D1;H3:12])-[CH2;D2;+0:13]-[C;H0;D4;+0:2](-[C;D1;H3:1])(-[C;D1;H3:3])-[C;H0;D3;+0:4](-[C;D1;H3:5])=[C;H0;D3;+0:6](-[C;D1;H3:7])-[CH;D3;+0:8]-1-[C;D1;H3:9]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[C;H0;D3;+0:4](-[C;D1;H3:5])-[C;H0;D3;+0:6](-[C;D1;H3:7])=[CH;D2;+0:8]-[C;D1;H3:9].[C;D1;H3:10]-[C;H0;D3;+0:11](-[C;D1;H3:12])=[CH2;D1;+0:13]
1031,CC=CC=C(C)C.CC(C)=C,CC1C=CC(C)(C)C(C)(C)C1,[CH3:1][CH:2]=[CH:3][CH:11]=[C:8]([CH3:9])[CH3:10].[CH3:6][C:5]([CH3:7])=[CH2:4]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([CH3:6])([CH3:7])[C:8]([CH3:9])([CH3:10])[CH2:11]1,heating,[C;H0;D4;+0:1]1-[C;H0;D4;+0:3]-[CH2;D2;+0:4]-[CH;D3;+0:6]-[CH;D2;+0:5]=[CH;D2;+0:2]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[C;H0;D3;+0:3]=[CH;D2;+0:4]-[CH;D2;+0:5]=[CH;D2;+0:6],[C;D1;H3:5]-[C;H0;D4;+0:6]1(-[C;D1;H3:7])-[CH2;D2;+0:8]-[CH;D3;+0:10](-[C;D1;H3:11])-[CH;D2;+0:9]=[CH;D2;+0:4]-[C;H0;D4;+0:2]-1(-[C;D1;H3:1])-[C;D1;H3:3]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](-[C;D1;H3:7])=[CH;D2;+0:8]-[CH;D2;+0:9]=[CH;D2;+0:10]-[C;D1;H3:11]
1032,CC(C)=CC=C(C)C.CC(C)=C,CC1(C)C=CC(C)(C)C(C)(C)C1,[CH3:7][C:6]([CH3:8])=[CH:5][CH:4]=[C:2]([CH3:3])[CH3:12].[CH3:10][C:9]([CH3:11])=[CH2:1]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][C:6]([CH3:7])([CH3:8])[C:9]([CH3:10])([CH3:11])[CH2:12]1,heating,[CH3;D1;+0:2]-[C;H0;D4;+0:6]1-[CH2;D2;+0:7]-[C;H0;D4;+0:1]-[C;H0;D4;+0:3]-[CH;D2;+0:4]=[CH;D2;+0:5]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[C;H0;D3;+0:3]=[CH;D2;+0:4]-[CH;D2;+0:5]=[C;H0;D3;+0:6]-[CH3;D1;+0:7],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:7]-[C;H0;D4;+0:6](-[C;D1;H3:5])(-[CH3;D1;+0:4])-[CH;D2;+0:8]=[CH;D2;+0:9]-[C;H0;D4;+0:10]-1(-[C;D1;H3:11])-[C;D1;H3:12]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](-[CH3;D1;+0:7])=[CH;D2;+0:8]-[CH;D2;+0:9]=[C;H0;D3;+0:10](-[C;D1;H3:11])-[C;D1;H3:12]
1033,CC=C(C)C=C(C)C.CC(C)=C,CC1C(C)=CC(C)(C)C(C)(C)C1,[CH3:1][CH:2]=[C:3]([CH3:4])[CH:5]=[C:6]([CH3:7])[CH3:8].[CH3:10][C:9]([CH3:11])=[CH2:12]>>[CH3:1][CH:2]1[C:3]([CH3:4])=[CH:5][C:6]([CH3:7])([CH3:8])[C:9]([CH3:10])([CH3:11])[CH2:12]1,heating,[C;H0;D3;+0:5]1=[CH;D2;+0:4]-[C;H0;D4;+0:3]-[C;H0;D4;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:6]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[C;H0;D3;+0:3]=[CH;D2;+0:4]-[C;H0;D3;+0:5]=[CH;D2;+0:6],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:4]-[CH;D3;+0:6](-[C;D1;H3:5])-[C;H0;D3;+0:7](-[C;D1;H3:8])=[CH;D2;+0:9]-[C;H0;D4;+0:10]-1(-[C;D1;H3:11])-[C;D1;H3:12]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[CH;D2;+0:6]=[C;H0;D3;+0:7](-[C;D1;H3:8])-[CH;D2;+0:9]=[C;H0;D3;+0:10](-[C;D1;H3:11])-[C;D1;H3:12]
1034,CC(C)=C(C)C=C(C)C.CC(C)=C,CC1(C)C(C)=CC(C)(C)C(C)(C)C1,[CH3:11][C:4]([CH3:5])=[C:10]([CH3:12])[CH:13]=[C:2]([CH3:1])[CH3:3].[CH3:8][C:7]([CH3:9])=[CH2:6]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])=[CH:6][C:7]([CH3:8])([CH3:9])[C:10]([CH3:11])([CH3:12])[CH2:13]1,heating,[CH3;D1;+0:7]-[C;H0;D4;+0:5]1-[C;H0;D4;+0:1]-[CH;D2;+0:2]=[C;H0;D3;+0:6]-[C;H0;D4;+0:3]-[CH2;D2;+0:4]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[C;H0;D3;+0:3]=[CH;D2;+0:4]-[C;H0;D3;+0:5]=[C;H0;D3;+0:6]-[CH3;D1;+0:7],[C;D1;H3:5]-[C;H0;D4;+0:6]1(-[CH3;D1;+0:13])-[CH2;D2;+0:7]-[C;H0;D4;+0:8](-[C;D1;H3:9])(-[C;D1;H3:10])-[C;H0;D3;+0:11](-[C;D1;H3:12])=[CH;D2;+0:4]-[C;H0;D4;+0:2]-1(-[C;D1;H3:1])-[C;D1;H3:3]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](-[CH;D2;+0:7]=[C;H0;D3;+0:8](-[C;D1;H3:9])-[C;D1;H3:10])=[C;H0;D3;+0:11](-[C;D1;H3:12])-[CH3;D1;+0:13]
1035,CC=C(C)C=C(C)C.CC(C)=C,CC1C=C(C)C(C)(C)C(C)(C)C1,[CH3:7][CH:8]=[C:4]([CH3:5])[CH:3]=[C:2]([CH3:1])[CH3:12].[CH3:10][C:9]([CH3:11])=[CH2:6]>>[CH3:1][CH:2]1[CH:3]=[C:4]([CH3:5])[C:6]([CH3:7])([CH3:8])[C:9]([CH3:10])([CH3:11])[CH2:12]1,heating,[CH3;D1;+0:8]-[C;H0;D4;+0:2]1(-[CH3;D1;+0:7])-[C;H0;D3;+0:6]=[CH;D2;+0:5]-[CH;D3;+0:4]-[CH2;D2;+0:3]-[C;H0;D4;+0:1]-1>>[C;H0;D3;+0:1]=[CH2;D1;+0:2].[CH3;D1;+0:3]-[C;H0;D3;+0:4]=[CH;D2;+0:5]-[C;H0;D3;+0:6]=[CH;D2;+0:7]-[CH3;D1;+0:8],[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C;D1;H3:3])-[CH2;D2;+0:7]-[CH;D3;+0:6](-[C;D1;H3:5])-[CH;D2;+0:8]=[C;H0;D3;+0:9](-[C;D1;H3:10])-[C;H0;D4;+0:4]-1(-[CH3;D1;+0:12])-[CH3;D1;+0:11]>>[C;D1;H3:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4].[C;D1;H3:5]-[C;H0;D3;+0:6](-[CH3;D1;+0:7])=[CH;D2;+0:8]-[C;H0;D3;+0:9](-[C;D1;H3:10])=[CH;D2;+0:11]-[CH3;D1;+0:12]
